Exp,Pedi,Repl,plantHt,earHt,Year,Month,Day,tempMin,tempMax,dewMin,dewMax,humidMin,humidMax,solarMin,solarMax,rainMin,rainMax,windSpdMin,windSpdMax,windDirMin,windDirMax,windGustMin,windGustMax,soilTempMin,soilTempMax,soilMoistMin,soilMoistMax
MNI1,LH74,2,174,91,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,LH82,1,171,93,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,LH82,2,172,96,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,Mo17,1,198,102,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,Mo17,2,189,107,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PB80,1,196,124,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PB80,2,202,115,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PH207,1,193,104,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PH207,2,167,74,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHB47,1,211,98,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHB47,2,199,96,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG35,1,167,89,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG35,2,156,84,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG39,1,211,112,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG39,2,192,94,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG47,1,127,46,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG47,2,120,50,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG83,1,196,100,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHG83,2,201,126,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHJ40,1,175,97,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHJ40,2,177,98,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHN82,1,185,94,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHN82,2,182,93,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHV63,1,189,89,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHV63,2,197,93,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHW52,1,190,89,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHW52,2,190,108,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHZ51,1,206,106,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,PHZ51,2,192,89,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,W117HT,1,138,67,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,W117HT,2,137,67,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,Wf9,1,186,93,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,Wf9,2,184,109,2015,8,20,11.72,22.78,5.67,10.94,33.7,85.7,0,900,0,0,0.89,3.13,5,357,2.68,7.15,17.56,19.44,11.8,12.8
MNI1,2369,1,211,114,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,2369,2,208,130,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,740,1,189,103,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,740,2,191,118,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,A619,1,155,52,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,A619,2,180,55,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,A632,1,205,104,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,A632,2,205,115,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,A634,1,181,106,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,A634,2,186,108,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,B14,1,190,123,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,B14,2,172,97,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,B37,1,216,128,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,B37,2,201,106,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,B73,1,210,114,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,B73,2,200,122,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,C103,1,205,98,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,C103,2,205,111,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,CM105,1,182,82,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,CM105,2,174,79,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH123HT,1,235,119,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH123HT,2,217,127,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH145,1,191,109,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH145,2,199,93,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH162,1,154,95,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH162,2,162,82,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH195,1,169,87,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH195,2,162,70,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH198,1,194,94,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH198,2,200,101,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH74,1,183,113,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH74,2,174,91,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH82,1,171,93,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,LH82,2,172,96,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,Mo17,1,198,102,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,Mo17,2,189,107,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PB80,1,196,124,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PB80,2,202,115,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PH207,1,193,104,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PH207,2,167,74,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHB47,1,211,98,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHB47,2,199,96,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG35,1,167,89,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG35,2,156,84,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG39,1,211,112,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG39,2,192,94,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG47,1,127,46,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG47,2,120,50,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG83,1,196,100,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHG83,2,201,126,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHJ40,1,175,97,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHJ40,2,177,98,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHN82,1,185,94,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHN82,2,182,93,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHV63,1,189,89,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHV63,2,197,93,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHW52,1,190,89,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHW52,2,190,108,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHZ51,1,206,106,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,PHZ51,2,192,89,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,W117HT,1,138,67,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,W117HT,2,137,67,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,Wf9,1,186,93,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,Wf9,2,184,109,2015,8,21,14.89,26.28,11.33,15.5,48.8,79.2,0,609,0,0,0.45,4.92,148,228,1.79,9.83,17.67,19.72,10.9,11.7
MNI1,2369,1,211,114,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,2369,2,208,130,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,740,1,189,103,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,740,2,191,118,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,A619,1,155,52,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,A619,2,180,55,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,A632,1,205,104,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,A632,2,205,115,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,A634,1,181,106,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,A634,2,186,108,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,B14,1,190,123,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,B14,2,172,97,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,B37,1,216,128,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,B37,2,201,106,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,B73,1,210,114,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,B73,2,200,122,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,C103,1,205,98,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,C103,2,205,111,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,CM105,1,182,82,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,CM105,2,174,79,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH123HT,1,235,119,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH123HT,2,217,127,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH145,1,191,109,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH145,2,199,93,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH162,1,154,95,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH162,2,162,82,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH195,1,169,87,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH195,2,162,70,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH198,1,194,94,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH198,2,200,101,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH74,1,183,113,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH74,2,174,91,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH82,1,171,93,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,LH82,2,172,96,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,Mo17,1,198,102,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,Mo17,2,189,107,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PB80,1,196,124,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PB80,2,202,115,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PH207,1,193,104,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PH207,2,167,74,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHB47,1,211,98,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHB47,2,199,96,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG35,1,167,89,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG35,2,156,84,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG39,1,211,112,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG39,2,192,94,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG47,1,127,46,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG47,2,120,50,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG83,1,196,100,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHG83,2,201,126,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHJ40,1,175,97,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHJ40,2,177,98,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHN82,1,185,94,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHN82,2,182,93,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHV63,1,189,89,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
MNI1,PHV63,2,197,93,2015,8,22,17.78,26.56,12.44,20.44,61.8,92,0,581,0,7.366,0.45,6.71,127,304,2.68,11.62,18.89,20.5,10.2,15.9
